Seed:,Runtime:,Reward of Final Program:,Final program:
1,27.132276999999704,0.75,DEF run m( REPEAT R=10 r( WHILE c( frontIsClear c) w( move w) turnRight r) WHILE c( leftIsClear c) w( move w) m)
2,26.367393999999877,0.375,DEF run m( WHILE c( markersPresent c) w( turnRight putMarker w) turnLeft WHILE c( frontIsClear c) w( move w) m)
3,28.044777999999496,0.375,DEF run m( IFELSE c( frontIsClear c) i( turnLeft i) ELSE e( move turnRight e) WHILE c( frontIsClear c) w( move w) WHILE c( markersPresent c) w( turnRight w) m)
4,26.914240000000063,0.375,DEF run m( REPEAT R=1 r( IFELSE c( frontIsClear c) i( turnLeft i) ELSE e( turnRight e) r) WHILE c( frontIsClear c) w( move w) m)
5,27.189202999999907,0.375,DEF run m( turnLeft WHILE c( noMarkersPresent c) w( move w) turnRight move WHILE c( not c( markersPresent c) c) w( move w) move m)
6,28.33247399999982,0.4375,DEF run m( REPEAT R=7 r( WHILE c( frontIsClear c) w( turnLeft w) turnRight move r) m)
7,28.83573399999932,0.375,DEF run m( turnLeft move WHILE c( frontIsClear c) w( move w) turnLeft move m)
8,28.356401000000005,0.5625,DEF run m( REPEAT R=5 r( WHILE c( frontIsClear c) w( move w) turnRight r) m)
9,27.026122000000214,0.375,DEF run m( REPEAT R=7 r( turnRight r) move WHILE c( noMarkersPresent c) w( move w) m)
10,28.988726000000497,0.375,DEF run m( turnLeft WHILE c( noMarkersPresent c) w( putMarker move w) m)
11,27.859325999999783,0.375,DEF run m( REPEAT R=1 r( turnLeft r) putMarker WHILE c( frontIsClear c) w( move w) turnLeft m)
12,29.333150000000387,0.375,DEF run m( WHILE c( rightIsClear c) w( move w) turnLeft IF c( not c( frontIsClear c) c) i( move i) WHILE c( frontIsClear c) w( move w) m)
13,28.370966000000408,0.375,DEF run m( turnLeft WHILE c( noMarkersPresent c) w( move w) IFELSE c( frontIsClear c) i( putMarker i) ELSE e( move e) m)
14,27.248987999999372,0.375,DEF run m( turnLeft move WHILE c( noMarkersPresent c) w( move w) WHILE c( markersPresent c) w( move turnRight w) m)
15,28.0541000000012,0.375,DEF run m( IFELSE c( leftIsClear c) i( turnLeft move i) ELSE e( REPEAT R=4 r( move r) e) WHILE c( noMarkersPresent c) w( move w) m)
16,28.650095999999394,0.375,DEF run m( IFELSE c( rightIsClear c) i( move i) ELSE e( turnLeft e) move WHILE c( frontIsClear c) w( move w) putMarker m)
17,27.850635999999213,0.375,DEF run m( turnLeft WHILE c( leftIsClear c) w( turnRight w) WHILE c( frontIsClear c) w( move w) m)
18,26.642483999999968,0.625,DEF run m( WHILE c( noMarkersPresent c) w( IF c( leftIsClear c) i( turnLeft i) move turnRight w) m)
19,26.495602000000872,0.375,DEF run m( REPEAT R=7 r( putMarker r) turnLeft WHILE c( frontIsClear c) w( move w) m)
20,27.479199999999764,0.375,DEF run m( turnLeft move IF c( leftIsClear c) i( putMarker i) move WHILE c( noMarkersPresent c) w( move w) m)
