Seed:,Runtime:,Reward of Final Program:,Final program:
1,79.6977910000005,0.75,DEF run m( REPEAT R=10 r( WHILE c( frontIsClear c) w( move w) turnRight r) WHILE c( leftIsClear c) w( move w) m)
2,78.3078340000011,0.375,DEF run m( WHILE c( markersPresent c) w( turnRight putMarker w) turnLeft WHILE c( frontIsClear c) w( move w) m)
3,79.44612799999959,0.375,DEF run m( IFELSE c( frontIsClear c) i( turnLeft i) ELSE e( move turnRight e) WHILE c( frontIsClear c) w( move w) WHILE c( markersPresent c) w( turnRight w) m)
4,79.29993599999943,0.375,DEF run m( REPEAT R=1 r( IFELSE c( frontIsClear c) i( turnLeft i) ELSE e( turnRight e) r) WHILE c( frontIsClear c) w( move w) m)
5,80.15088400000059,0.375,DEF run m( turnLeft WHILE c( noMarkersPresent c) w( move w) turnRight move WHILE c( not c( markersPresent c) c) w( move w) move m)
6,80.36596499999905,0.4375,DEF run m( REPEAT R=7 r( WHILE c( frontIsClear c) w( turnLeft w) turnRight move r) m)
7,82.33152999999947,0.375,DEF run m( turnLeft move WHILE c( frontIsClear c) w( move w) turnLeft move m)
8,80.81909199999973,0.5625,DEF run m( REPEAT R=5 r( WHILE c( frontIsClear c) w( move w) turnRight r) m)
9,78.38727800000015,0.375,DEF run m( REPEAT R=7 r( turnRight r) move WHILE c( noMarkersPresent c) w( move w) m)
10,82.15736900000047,0.375,DEF run m( turnLeft WHILE c( noMarkersPresent c) w( putMarker move w) m)
11,79.11539100000118,0.375,DEF run m( REPEAT R=1 r( turnLeft r) putMarker WHILE c( frontIsClear c) w( move w) turnLeft m)
12,81.84913400000005,0.375,DEF run m( WHILE c( rightIsClear c) w( move w) turnLeft IF c( not c( frontIsClear c) c) i( move i) WHILE c( frontIsClear c) w( move w) m)
13,81.37520799999947,0.375,DEF run m( turnLeft WHILE c( noMarkersPresent c) w( move w) IFELSE c( frontIsClear c) i( putMarker i) ELSE e( move e) m)
14,79.05666700000074,0.375,DEF run m( turnLeft move WHILE c( noMarkersPresent c) w( move w) WHILE c( markersPresent c) w( move turnRight w) m)
15,80.0500119999997,0.375,DEF run m( IFELSE c( leftIsClear c) i( turnLeft move i) ELSE e( REPEAT R=4 r( move r) e) WHILE c( noMarkersPresent c) w( move w) m)
16,80.25500699999975,0.375,DEF run m( IFELSE c( rightIsClear c) i( move i) ELSE e( turnLeft e) move WHILE c( frontIsClear c) w( move w) putMarker m)
17,80.96249800000078,0.375,DEF run m( turnLeft WHILE c( leftIsClear c) w( turnRight w) WHILE c( frontIsClear c) w( move w) m)
18,79.18885199999932,0.625,DEF run m( WHILE c( noMarkersPresent c) w( IF c( leftIsClear c) i( turnLeft i) move turnRight w) m)
19,78.67125900000065,0.375,DEF run m( REPEAT R=7 r( putMarker r) turnLeft WHILE c( frontIsClear c) w( move w) m)
20,79.36097700000028,0.375,DEF run m( turnLeft move IF c( leftIsClear c) i( putMarker i) move WHILE c( noMarkersPresent c) w( move w) m)
