Seed:,Runtime:,Reward of Final Program:,Final program:
1,115.03835799999979,0.0625,DEF run m( IFELSE c( frontIsClear c) i( turnLeft move i) ELSE e( move e) WHILE c( frontIsClear c) w( move w) m)
2,103.17030400000021,0.0625,DEF run m( WHILE c( markersPresent c) w( turnRight putMarker w) turnLeft WHILE c( frontIsClear c) w( move w) m)
3,107.12713299999996,0.0625,DEF run m( REPEAT R=2 r( WHILE c( leftIsClear c) w( turnLeft w) move turnRight r) m)
4,103.30345299999999,0.0625,DEF run m( REPEAT R=1 r( IFELSE c( frontIsClear c) i( turnLeft i) ELSE e( turnRight e) r) WHILE c( frontIsClear c) w( move w) m)
5,103.32544699999971,0.0625,DEF run m( turnLeft WHILE c( noMarkersPresent c) w( move w) turnRight move WHILE c( not c( markersPresent c) c) w( move w) move m)
6,102.46893500000033,0.0625,DEF run m( turnLeft move turnRight turnLeft move m)
7,103.48830199999975,0.0625,DEF run m( turnLeft move WHILE c( frontIsClear c) w( move w) turnLeft move m)
8,103.20130700000027,0.0625,DEF run m( REPEAT R=7 r( turnLeft move turnRight r) m)
9,102.05910300000005,0.0625,DEF run m( IFELSE c( frontIsClear c) i( turnLeft move i) ELSE e( IF c( leftIsClear c) i( turnRight i) e) move m)
10,101.55413199999975,0.0625,DEF run m( turnLeft move IF c( frontIsClear c) i( move i) REPEAT R=6 r( putMarker r) m)
11,103.93231999999989,0.0625,DEF run m( WHILE c( frontIsClear c) w( turnLeft w) turnRight IF c( not c( leftIsClear c) c) i( move move i) m)
12,103.341046,0.125,DEF run m( turnLeft move WHILE c( markersPresent c) w( turnLeft w) move turnRight WHILE c( noMarkersPresent c) w( move w) m)
13,104.1070279999999,0.0625,DEF run m( turnLeft move IFELSE c( leftIsClear c) i( move WHILE c( rightIsClear c) w( move w) i) ELSE e( move e) m)
14,104.76907500000016,0.0625,DEF run m( IFELSE c( frontIsClear c) i( turnLeft move i) ELSE e( move e) putMarker move IF c( leftIsClear c) i( move i) m)
15,102.89431800000011,0.0625,DEF run m( REPEAT R=6 r( turnLeft move putMarker IF c( frontIsClear c) i( move i) r) m)
16,100.48341699999992,0.0625,DEF run m( IFELSE c( rightIsClear c) i( move i) ELSE e( turnLeft e) move WHILE c( frontIsClear c) w( move w) putMarker m)
17,101.82424500000025,0.0625,DEF run m( REPEAT R=2 r( WHILE c( leftIsClear c) w( turnLeft w) REPEAT R=1 r( move r) r) m)
18,102.81354599999986,0.0625,DEF run m( IFELSE c( leftIsClear c) i( turnLeft move i) ELSE e( turnRight e) move putMarker m)
19,102.83265099999971,0.0625,DEF run m( REPEAT R=7 r( putMarker r) turnLeft WHILE c( frontIsClear c) w( move w) m)
20,102.51033499999949,0.0625,DEF run m( turnLeft move IF c( leftIsClear c) i( putMarker i) move WHILE c( noMarkersPresent c) w( move w) m)
