Seed:,Runtime:,Reward of Final Program:,Final program:
1,26.677019,0.125,DEF run m( REPEAT R=10 r( WHILE c( frontIsClear c) w( move w) turnRight r) WHILE c( leftIsClear c) w( move w) m)
2,27.863003000000003,0.0625,DEF run m( IFELSE c( frontIsClear c) i( move i) ELSE e( turnRight e) move putMarker move m)
3,26.751386000000004,0.0625,DEF run m( REPEAT R=2 r( putMarker move r) turnRight move turnLeft m)
4,25.916662000000002,0.0625,DEF run m( REPEAT R=1 r( IFELSE c( frontIsClear c) i( turnLeft i) ELSE e( turnRight e) r) WHILE c( frontIsClear c) w( move w) m)
5,26.42625000000001,0.0625,DEF run m( move WHILE c( leftIsClear c) w( turnLeft w) REPEAT R=3 r( IF c( rightIsClear c) i( turnLeft i) r) m)
6,25.914428000000015,0.0625,DEF run m( WHILE c( noMarkersPresent c) w( move w) turnRight IF c( leftIsClear c) i( turnLeft move i) m)
7,26.106596999999994,0.0625,DEF run m( IF c( markersPresent c) i( move i) move IF c( frontIsClear c) i( putMarker turnRight i) m)
8,26.22845000000001,0.125,DEF run m( REPEAT R=5 r( WHILE c( frontIsClear c) w( move w) turnRight r) m)
9,26.724897,0.0625,DEF run m( IF c( noMarkersPresent c) i( move turnRight turnLeft i) move turnRight m)
10,27.031799999999976,0.0625,DEF run m( move IF c( rightIsClear c) i( move i) WHILE c( noMarkersPresent c) w( move w) m)
11,26.392776999999967,0.125,DEF run m( REPEAT R=7 r( putMarker turnLeft WHILE c( frontIsClear c) w( move w) r) m)
12,26.026396000000034,0.0625,DEF run m( move IF c( frontIsClear c) i( move i) turnRight move turnRight m)
13,26.271101999999985,0.0625,DEF run m( IF c( frontIsClear c) i( move i) turnRight move move putMarker m)
14,26.526478999999995,0.125,DEF run m( move turnLeft putMarker turnLeft move turnRight move move move move m)
15,26.94798400000002,0.0625,DEF run m( IF c( leftIsClear c) i( move turnLeft i) WHILE c( leftIsClear c) w( pickMarker w) move m)
16,25.691305999999997,0.125,DEF run m( move move turnLeft move IFELSE c( rightIsClear c) i( move i) ELSE e( move e) putMarker turnRight move move move m)
17,26.38255799999996,0.0625,DEF run m( WHILE c( frontIsClear c) w( move w) WHILE c( not c( frontIsClear c) c) w( turnLeft w) move move m)
18,26.71637899999996,0.125,DEF run m( REPEAT R=10 r( turnRight WHILE c( frontIsClear c) w( move turnLeft w) r) m)
19,26.797292000000027,0.0625,DEF run m( IF c( not c( frontIsClear c) c) i( move i) REPEAT R=1 r( WHILE c( leftIsClear c) w( move w) r) m)
20,25.804614999999956,0.0625,DEF run m( move turnRight IFELSE c( frontIsClear c) i( move i) ELSE e( turnLeft e) WHILE c( rightIsClear c) w( turnRight w) m)
