Seed:,Runtime:,Reward of Final Program:,Final program:
1,50.68334600000003,0.125,DEF run m( REPEAT R=10 r( WHILE c( frontIsClear c) w( move w) turnRight r) WHILE c( leftIsClear c) w( move w) m)
2,51.35323499999993,0.0625,DEF run m( IFELSE c( frontIsClear c) i( move i) ELSE e( turnRight e) move putMarker move m)
3,53.961464999999976,0.0625,DEF run m( REPEAT R=2 r( putMarker move r) turnRight move turnLeft m)
4,52.09132199999999,0.0625,DEF run m( REPEAT R=1 r( IFELSE c( frontIsClear c) i( turnLeft i) ELSE e( turnRight e) r) WHILE c( frontIsClear c) w( move w) m)
5,51.613834,0.0625,DEF run m( move WHILE c( leftIsClear c) w( turnLeft w) REPEAT R=3 r( IF c( rightIsClear c) i( turnLeft i) r) m)
6,52.59477100000004,0.125,DEF run m( REPEAT R=7 r( WHILE c( frontIsClear c) w( move w) turnRight r) m)
7,51.50402000000008,0.0625,DEF run m( IF c( markersPresent c) i( move i) move IF c( frontIsClear c) i( putMarker turnRight i) m)
8,51.73876400000006,0.125,DEF run m( REPEAT R=5 r( WHILE c( frontIsClear c) w( move w) turnRight r) m)
9,51.972307,0.0625,DEF run m( IF c( noMarkersPresent c) i( move turnRight turnLeft i) move turnRight m)
10,52.31053899999995,0.0625,DEF run m( move IF c( rightIsClear c) i( move i) WHILE c( noMarkersPresent c) w( move w) m)
11,51.57802700000002,0.0625,DEF run m( REPEAT R=4 r( move r) IFELSE c( frontIsClear c) i( putMarker turnLeft i) ELSE e( move move e) m)
12,52.386356000000205,0.0625,DEF run m( move IF c( frontIsClear c) i( move i) turnRight move turnRight m)
13,54.932718999999906,0.125,DEF run m( move WHILE c( noMarkersPresent c) w( turnRight WHILE c( frontIsClear c) w( move w) w) m)
14,52.584904999999935,0.0625,DEF run m( IF c( frontIsClear c) i( move i) IFELSE c( rightIsClear c) i( turnRight move i) ELSE e( move e) m)
15,51.014007999999876,0.125,DEF run m( move move move IF c( frontIsClear c) i( move turnLeft move move move move move move turnLeft move move IF c( not c( frontIsClear c) c) i( move turnLeft move i) move i) m)
16,52.76168299999995,0.0625,DEF run m( IF c( rightIsClear c) i( move turnRight i) move REPEAT R=1 r( move move putMarker r) m)
17,52.65499,0.0625,DEF run m( WHILE c( frontIsClear c) w( move w) WHILE c( not c( frontIsClear c) c) w( turnLeft w) move move m)
18,51.50256000000013,0.125,DEF run m( REPEAT R=10 r( turnRight WHILE c( frontIsClear c) w( move turnLeft w) r) m)
19,52.24630499999989,0.125,DEF run m( move move IF c( frontIsClear c) i( turnLeft move i) WHILE c( frontIsClear c) w( move turnRight move w) m)
20,51.348826000000145,0.0625,DEF run m( move turnRight IFELSE c( frontIsClear c) i( move i) ELSE e( turnLeft e) WHILE c( rightIsClear c) w( turnRight w) m)
