Seed:,Runtime:,Reward of Final Program:,Final program:
1,167.59375,0.125,DEF run m( REPEAT R=10 r( WHILE c( frontIsClear c) w( move w) turnRight r) WHILE c( leftIsClear c) w( move w) m)
2,166.796875,0.125,DEF run m( WHILE c( noMarkersPresent c) w( WHILE c( frontIsClear c) w( move w) REPEAT R=1 r( turnRight r) w) m)
3,169.078125,0.125,DEF run m( REPEAT R=14 r( IFELSE c( frontIsClear c) i( move i) ELSE e( REPEAT R=7 r( turnLeft r) e) r) m)
4,168.328125,0.125,DEF run m( WHILE c( noMarkersPresent c) w( REPEAT R=2 r( IF c( frontIsClear c) i( move i) r) turnRight w) m)
5,168.515625,0.125,DEF run m( REPEAT R=6 r( turnLeft WHILE c( frontIsClear c) w( move putMarker w) r) m)
6,166.296875,0.125,DEF run m( WHILE c( frontIsClear c) w( move w) REPEAT R=14 r( WHILE c( frontIsClear c) w( move w) REPEAT R=1 r( turnRight r) r) m)
7,168.390625,0.5625,DEF run m( WHILE c( noMarkersPresent c) w( turnLeft WHILE c( frontIsClear c) w( move turnRight w) w) m)
8,168.640625,0.125,DEF run m( REPEAT R=5 r( WHILE c( frontIsClear c) w( move w) turnRight r) m)
9,167.765625,0.125,DEF run m( WHILE c( noMarkersPresent c) w( IFELSE c( frontIsClear c) i( move i) ELSE e( turnRight e) WHILE c( not c( frontIsClear c) c) w( turnRight w) w) m)
10,167.296875,0.125,DEF run m( WHILE c( noMarkersPresent c) w( IFELSE c( frontIsClear c) i( move i) ELSE e( turnRight e) w) WHILE c( not c( frontIsClear c) c) w( move w) m)
11,167.296875,0.125,DEF run m( REPEAT R=4 r( WHILE c( frontIsClear c) w( move w) turnRight r) m)
12,166.671875,0.125,DEF run m( REPEAT R=9 r( WHILE c( frontIsClear c) w( move w) turnRight r) m)
13,167.828125,0.125,DEF run m( REPEAT R=14 r( WHILE c( frontIsClear c) w( move w) putMarker turnRight r) pickMarker m)
14,167.890625,0.125,DEF run m( REPEAT R=4 r( turnLeft WHILE c( frontIsClear c) w( move w) r) m)
15,166.9375,0.125,DEF run m( REPEAT R=4 r( turnLeft WHILE c( frontIsClear c) w( putMarker move w) r) m)
16,168.453125,0.0625,DEF run m( IF c( rightIsClear c) i( move turnRight i) move REPEAT R=1 r( move move putMarker r) m)
17,167.25,0.0625,DEF run m( WHILE c( frontIsClear c) w( move w) WHILE c( not c( frontIsClear c) c) w( turnLeft w) move move m)
18,166.375,0.625,DEF run m( WHILE c( noMarkersPresent c) w( IFELSE c( frontIsClear c) i( move turnRight i) ELSE e( IF c( frontIsClear c) i( move i) turnLeft e) w) m)
19,167.875,0.0625,DEF run m( IF c( not c( frontIsClear c) c) i( move i) REPEAT R=1 r( WHILE c( leftIsClear c) w( move w) r) m)
20,166.828125,0.125,DEF run m( REPEAT R=16 r( IFELSE c( rightIsClear c) i( move i) ELSE e( turnLeft e) WHILE c( frontIsClear c) w( move w) r) m)
