Seed:,Runtime:,Reward of Final Program:,Final program:
1,335.015625,0.625,DEF run m( IF c( frontIsClear c) i( turnRight pickMarker i) turnLeft move turnRight putMarker move pickMarker m)
2,335.65625,1.0,DEF run m( WHILE c( leftIsClear c) w( turnLeft move WHILE c( rightIsClear c) w( turnRight move w) w) m)
3,335.078125,1.0,DEF run m( REPEAT R=19 r( turnLeft move turnRight move r) IFELSE c( not c( rightIsClear c) c) i( move i) ELSE e( move e) turnLeft move IFELSE c( not c( rightIsClear c) c) i( move i) ELSE e( move e) move turnLeft m)
4,337.40625,1.0,DEF run m( WHILE c( noMarkersPresent c) w( turnLeft move turnRight move turnLeft turnRight w) turnLeft move turnRight putMarker turnLeft m)
5,333.328125,1.0,DEF run m( WHILE c( noMarkersPresent c) w( turnRight IFELSE c( not c( frontIsClear c) c) i( turnRight i) ELSE e( move e) w) WHILE c( not c( noMarkersPresent c) c) w( turnRight w) move turnRight REPEAT R=0 r( turnRight r) move turnRight m)
6,332.171875,1.0,DEF run m( REPEAT R=5 r( turnLeft move turnRight move r) m)
7,332.09375,1.0,DEF run m( WHILE c( leftIsClear c) w( turnLeft move turnRight WHILE c( frontIsClear c) w( move w) w) m)
8,330.59375,1.0,DEF run m( WHILE c( rightIsClear c) w( move w) WHILE c( leftIsClear c) w( turnLeft move turnRight move w) m)
9,330.609375,0.625,DEF run m( turnLeft move turnRight putMarker move move m)
10,331.71875,1.0,DEF run m( WHILE c( leftIsClear c) w( IFELSE c( frontIsClear c) i( pickMarker turnRight i) ELSE e( turnLeft move turnRight move e) w) m)
11,331.90625,0.625,DEF run m( turnLeft IFELSE c( frontIsClear c) i( move turnRight i) ELSE e( putMarker e) move turnRight m)
12,332.109375,0.8125,DEF run m( putMarker turnLeft move turnRight move turnLeft move turnRight move move turnLeft move move turnRight move move turnLeft move m)
13,330.640625,1.0,DEF run m( WHILE c( noMarkersPresent c) w( turnLeft move turnRight move w) m)
14,330.8125,0.8125,DEF run m( REPEAT R=3 r( turnLeft putMarker WHILE c( frontIsClear c) w( move turnRight w) r) m)
15,331.046875,0.625,DEF run m( turnLeft move turnRight putMarker WHILE c( markersPresent c) w( move w) turnRight m)
16,331.59375,0.8125,DEF run m( turnLeft move turnRight move turnLeft move turnRight move putMarker move turnRight move putMarker move m)
17,332.953125,0.625,DEF run m( turnLeft move IFELSE c( frontIsClear c) i( turnRight putMarker i) ELSE e( turnRight move e) move turnRight m)
18,334.125,0.625,DEF run m( IFELSE c( noMarkersPresent c) i( turnLeft i) ELSE e( turnRight e) move turnRight WHILE c( rightIsClear c) w( move w) m)
19,335.203125,0.8125,DEF run m( REPEAT R=2 r( turnLeft move turnRight move r) m)
20,332.578125,1.0,DEF run m( WHILE c( noMarkersPresent c) w( turnLeft move turnRight move w) m)
