Seed:,Runtime:,Reward of Final Program:,Final program:
1,72.107698,0.625,DEF run m( IF c( frontIsClear c) i( turnRight pickMarker i) turnLeft move turnRight putMarker move pickMarker m)
2,71.810199,1.0,DEF run m( WHILE c( leftIsClear c) w( turnLeft move WHILE c( rightIsClear c) w( turnRight move w) w) m)
3,71.81051100000002,1.0,DEF run m( REPEAT R=19 r( turnLeft move turnRight move r) IFELSE c( not c( rightIsClear c) c) i( move i) ELSE e( move e) turnLeft move IFELSE c( not c( rightIsClear c) c) i( move i) ELSE e( move e) move turnLeft m)
4,71.79473700000003,1.0,DEF run m( WHILE c( noMarkersPresent c) w( turnLeft move turnRight move turnLeft turnRight w) turnLeft move turnRight putMarker turnLeft m)
5,71.827044,1.0,DEF run m( WHILE c( noMarkersPresent c) w( turnRight IFELSE c( not c( frontIsClear c) c) i( turnRight i) ELSE e( move e) w) WHILE c( not c( noMarkersPresent c) c) w( turnRight w) move turnRight REPEAT R=0 r( turnRight r) move turnRight m)
6,72.01571999999999,1.0,DEF run m( REPEAT R=5 r( turnLeft move turnRight move r) m)
7,71.75500799999998,1.0,DEF run m( WHILE c( leftIsClear c) w( turnLeft move turnRight WHILE c( frontIsClear c) w( move w) w) m)
8,71.71996299999995,1.0,DEF run m( WHILE c( rightIsClear c) w( move w) WHILE c( leftIsClear c) w( turnLeft move turnRight move w) m)
9,71.92893299999992,0.625,DEF run m( turnLeft move turnRight putMarker move move m)
10,72.21130299999993,1.0,DEF run m( WHILE c( leftIsClear c) w( IFELSE c( frontIsClear c) i( pickMarker turnRight i) ELSE e( turnLeft move turnRight move e) w) m)
11,72.00494900000001,0.625,DEF run m( turnLeft IFELSE c( frontIsClear c) i( move turnRight i) ELSE e( putMarker e) move turnRight m)
12,71.61961400000007,0.8125,DEF run m( putMarker turnLeft move turnRight move turnLeft move turnRight move move turnLeft move move turnRight move move turnLeft move m)
13,72.572227,1.0,DEF run m( WHILE c( noMarkersPresent c) w( turnLeft move turnRight move w) m)
14,72.52250000000004,0.8125,DEF run m( REPEAT R=3 r( turnLeft putMarker WHILE c( frontIsClear c) w( move turnRight w) r) m)
15,72.39577499999996,0.625,DEF run m( turnLeft move turnRight putMarker WHILE c( markersPresent c) w( move w) turnRight m)
16,72.37908700000003,0.8125,DEF run m( turnLeft move turnRight move turnLeft move turnRight move putMarker move turnRight move putMarker move m)
17,72.36058100000014,0.625,DEF run m( turnLeft move IFELSE c( frontIsClear c) i( turnRight putMarker i) ELSE e( turnRight move e) move turnRight m)
18,72.48794500000008,0.625,DEF run m( IFELSE c( noMarkersPresent c) i( turnLeft i) ELSE e( turnRight e) move turnRight WHILE c( rightIsClear c) w( move w) m)
19,72.414626,0.8125,DEF run m( REPEAT R=2 r( turnLeft move turnRight move r) m)
20,72.40891699999997,1.0,DEF run m( WHILE c( noMarkersPresent c) w( turnLeft move turnRight move w) m)
