Seed:,Runtime:,Reward of Final Program:,Final program:
1,128.45894599999997,0.125,DEF run m( turnLeft putMarker move putMarker move turnRight move move putMarker move move putMarker move turnRight move putMarker move move putMarker move m)
2,127.38550799999996,0.125,DEF run m( IF c( frontIsClear c) i( turnLeft i) move move turnRight WHILE c( frontIsClear c) w( move w) turnRight move m)
3,129.27702899999997,0.125,DEF run m( turnLeft move move turnRight REPEAT R=5 r( move r) putMarker m)
4,127.55638599999997,0.125,DEF run m( putMarker turnLeft move move turnRight move WHILE c( frontIsClear c) w( move w) move m)
5,129.08358899999985,0.125,DEF run m( turnLeft move move turnRight move WHILE c( leftIsClear c) w( turnLeft move w) WHILE c( frontIsClear c) w( move w) move m)
6,129.57123,0.125,DEF run m( turnLeft move move turnRight WHILE c( noMarkersPresent c) w( move w) m)
7,128.39086300000008,0.0625,DEF run m( turnLeft move WHILE c( frontIsClear c) w( move w) turnLeft move m)
8,127.48555100000021,0.125,DEF run m( turnLeft move move turnRight REPEAT R=18 r( move r) m)
9,129.46948500000008,0.125,DEF run m( putMarker turnLeft move move REPEAT R=11 r( turnLeft r) REPEAT R=11 r( move r) REPEAT R=11 r( move r) m)
10,128.21279300000015,0.125,DEF run m( turnLeft move move turnRight move move move move move turnRight move move m)
11,128.76538000000005,0.125,DEF run m( turnLeft move move turnRight WHILE c( frontIsClear c) w( move w) putMarker turnLeft m)
12,128.0311479999998,0.125,DEF run m( turnLeft move WHILE c( markersPresent c) w( turnLeft w) move turnRight WHILE c( noMarkersPresent c) w( move w) m)
13,126.38734399999976,0.125,DEF run m( turnLeft move move turnRight WHILE c( frontIsClear c) w( putMarker move w) m)
14,128.37230599999975,0.0625,DEF run m( IFELSE c( frontIsClear c) i( turnLeft move i) ELSE e( move e) putMarker move IF c( leftIsClear c) i( move i) m)
15,128.01004799999964,0.0625,DEF run m( REPEAT R=6 r( turnLeft move putMarker IF c( frontIsClear c) i( move i) r) m)
16,128.6933009999998,0.0625,DEF run m( IFELSE c( rightIsClear c) i( move i) ELSE e( turnLeft e) move WHILE c( frontIsClear c) w( move w) putMarker m)
17,128.01488900000004,0.125,DEF run m( turnLeft move move turnRight move move move move move m)
18,126.97108500000013,0.0625,DEF run m( IFELSE c( leftIsClear c) i( turnLeft move i) ELSE e( turnRight e) move putMarker m)
19,128.75793199999998,0.125,DEF run m( IF c( frontIsClear c) i( turnLeft move i) move putMarker turnRight move putMarker move putMarker move putMarker move putMarker move m)
20,130.0413410000001,0.125,DEF run m( turnLeft IF c( frontIsClear c) i( move i) move turnRight IFELSE c( rightIsClear c) i( putMarker i) ELSE e( move e) WHILE c( frontIsClear c) w( move w) putMarker m)
