Seed:,Runtime:,Reward of Final Program:,Final program:
1,29.13398,0.0625,DEF run m( IFELSE c( frontIsClear c) i( turnLeft move i) ELSE e( move e) WHILE c( frontIsClear c) w( move w) m)
2,26.155675000000002,0.0625,DEF run m( WHILE c( markersPresent c) w( turnRight putMarker w) turnLeft WHILE c( frontIsClear c) w( move w) m)
3,27.192369000000006,0.125,DEF run m( IFELSE c( noMarkersPresent c) i( turnLeft move i) ELSE e( putMarker e) move turnRight WHILE c( frontIsClear c) w( move w) m)
4,27.75734,0.0625,DEF run m( REPEAT R=1 r( IFELSE c( frontIsClear c) i( turnLeft i) ELSE e( turnRight e) r) WHILE c( frontIsClear c) w( move w) m)
5,26.339237999999995,0.125,DEF run m( IF c( frontIsClear c) i( turnLeft move i) move turnRight WHILE c( frontIsClear c) w( move w) m)
6,26.461649000000023,0.0625,DEF run m( turnLeft move turnRight turnLeft move m)
7,26.074302999999986,0.0625,DEF run m( turnLeft move WHILE c( frontIsClear c) w( move w) turnLeft move m)
8,26.360172000000006,0.125,DEF run m( IF c( frontIsClear c) i( turnLeft move i) move turnRight IF c( rightIsClear c) i( REPEAT R=14 r( move r) i) IF c( rightIsClear c) i( move i) REPEAT R=18 r( pickMarker r) m)
9,26.625742000000002,0.125,DEF run m( turnLeft move move turnRight move move WHILE c( frontIsClear c) w( move w) m)
10,25.839465999999987,0.125,DEF run m( turnLeft move move IFELSE c( frontIsClear c) i( turnRight i) ELSE e( move e) WHILE c( frontIsClear c) w( move w) m)
11,25.990410999999995,0.0625,DEF run m( WHILE c( frontIsClear c) w( turnLeft w) turnRight IF c( not c( leftIsClear c) c) i( move move i) m)
12,26.003833999999983,0.125,DEF run m( turnLeft move WHILE c( markersPresent c) w( turnLeft w) move turnRight WHILE c( noMarkersPresent c) w( move w) m)
13,26.423637999999983,0.125,DEF run m( turnLeft move move IF c( frontIsClear c) i( putMarker turnRight i) WHILE c( frontIsClear c) w( putMarker move w) m)
14,26.10109699999998,0.0625,DEF run m( IFELSE c( frontIsClear c) i( turnLeft move i) ELSE e( move e) putMarker move IF c( leftIsClear c) i( move i) m)
15,25.993619000000024,0.0625,DEF run m( REPEAT R=6 r( turnLeft move putMarker IF c( frontIsClear c) i( move i) r) m)
16,26.32972000000001,0.0625,DEF run m( IFELSE c( rightIsClear c) i( move i) ELSE e( turnLeft e) move WHILE c( frontIsClear c) w( move w) putMarker m)
17,26.005518999999993,0.0625,DEF run m( REPEAT R=2 r( WHILE c( leftIsClear c) w( turnLeft w) REPEAT R=1 r( move r) r) m)
18,26.152265999999997,0.0625,DEF run m( IFELSE c( leftIsClear c) i( turnLeft move i) ELSE e( turnRight e) move putMarker m)
19,26.02782099999996,0.0625,DEF run m( REPEAT R=7 r( putMarker r) turnLeft WHILE c( frontIsClear c) w( move w) m)
20,26.146519000000012,0.0625,DEF run m( turnLeft move IF c( leftIsClear c) i( putMarker i) move WHILE c( noMarkersPresent c) w( move w) m)
