Seed:,Runtime:,Reward of Final Program:,Final program:
1,53.38966000000005,0.75,DEF run m( REPEAT R=10 r( WHILE c( frontIsClear c) w( move w) turnRight r) WHILE c( leftIsClear c) w( move w) m)
2,51.20951600000001,0.625,DEF run m( turnLeft move move WHILE c( frontIsClear c) w( move w) turnRight WHILE c( frontIsClear c) w( move w) turnRight WHILE c( frontIsClear c) w( move w) turnRight WHILE c( frontIsClear c) w( move w) turnLeft m)
3,57.27427499999999,0.875,DEF run m( REPEAT R=8 r( turnLeft WHILE c( frontIsClear c) w( move w) WHILE c( rightIsClear c) w( turnRight w) r) turnLeft m)
4,54.197430000000054,0.5625,DEF run m( REPEAT R=5 r( turnLeft IF c( noMarkersPresent c) i( WHILE c( frontIsClear c) w( move w) i) r) m)
5,52.14534500000002,0.4375,DEF run m( turnLeft WHILE c( frontIsClear c) w( move w) turnRight move move move m)
6,52.332026999999925,0.625,DEF run m( REPEAT R=10 r( turnRight WHILE c( frontIsClear c) w( move w) r) m)
7,53.6847929999999,0.75,DEF run m( WHILE c( noMarkersPresent c) w( IFELSE c( frontIsClear c) i( move i) ELSE e( turnRight e) w) turnLeft putMarker turnLeft m)
8,51.04144800000006,0.5625,DEF run m( REPEAT R=5 r( WHILE c( frontIsClear c) w( move w) turnRight r) m)
9,52.02602000000002,0.4375,DEF run m( turnLeft putMarker move WHILE c( frontIsClear c) w( move w) turnRight move move m)
10,51.19506799999988,0.625,DEF run m( turnLeft move WHILE c( frontIsClear c) w( move move move turnRight move w) m)
11,51.76678500000003,0.4375,DEF run m( turnLeft move move WHILE c( frontIsClear c) w( move move turnRight move w) m)
12,54.853828999999905,0.75,DEF run m( REPEAT R=12 r( WHILE c( frontIsClear c) w( move w) turnRight r) WHILE c( frontIsClear c) w( move w) m)
13,52.35513300000002,0.4375,DEF run m( turnLeft move move IF c( frontIsClear c) i( move move turnRight move move i) m)
14,50.972425999999814,0.625,DEF run m( turnLeft move IFELSE c( frontIsClear c) i( move i) ELSE e( move e) putMarker move move turnRight move move putMarker move move turnRight move move putMarker move move m)
15,52.569209,0.625,DEF run m( REPEAT R=11 r( turnLeft WHILE c( frontIsClear c) w( move w) REPEAT R=4 r( WHILE c( frontIsClear c) w( move w) REPEAT R=4 r( turnLeft r) r) r) m)
16,54.50914599999987,0.625,DEF run m( REPEAT R=11 r( REPEAT R=5 r( turnLeft r) WHILE c( frontIsClear c) w( move w) r) putMarker m)
17,51.74066300000004,0.4375,DEF run m( turnLeft move WHILE c( frontIsClear c) w( move w) turnLeft WHILE c( frontIsClear c) w( move w) turnLeft turnLeft WHILE c( frontIsClear c) w( move w) turnLeft WHILE c( frontIsClear c) w( move w) turnLeft m)
18,51.74935299999993,0.625,DEF run m( WHILE c( noMarkersPresent c) w( IF c( leftIsClear c) i( turnLeft i) move turnRight w) m)
19,52.611085,0.625,DEF run m( turnLeft putMarker WHILE c( frontIsClear c) w( move w) turnRight putMarker WHILE c( frontIsClear c) w( move w) turnRight putMarker WHILE c( frontIsClear c) w( move w) turnRight move m)
20,51.62448299999983,0.75,DEF run m( REPEAT R=12 r( WHILE c( frontIsClear c) w( move w) turnRight r) m)
