Seed:,Runtime:,Reward of Final Program:,Final program:
1,77.44834900000001,0.75,DEF run m( REPEAT R=10 r( WHILE c( frontIsClear c) w( move w) turnRight r) WHILE c( leftIsClear c) w( move w) m)
2,77.71143800000004,0.625,DEF run m( turnLeft putMarker WHILE c( frontIsClear c) w( move w) turnRight move WHILE c( frontIsClear c) w( move w) turnRight move WHILE c( frontIsClear c) w( move w) turnRight move WHILE c( frontIsClear c) w( move w) turnRight move putMarker move m)
3,79.79901099999984,0.625,DEF run m( putMarker turnLeft move move move move turnRight move move putMarker move move turnRight move move putMarker move move turnRight move move putMarker move move turnRight move move putMarker move move turnRight move move putMarker move m)
4,78.09371099999998,0.375,DEF run m( REPEAT R=1 r( IFELSE c( frontIsClear c) i( turnLeft i) ELSE e( turnRight e) r) WHILE c( frontIsClear c) w( move w) m)
5,76.61552400000005,0.625,DEF run m( turnLeft WHILE c( frontIsClear c) w( move w) turnRight move move move move turnRight move move move turnRight move move m)
6,78.00571300000024,0.625,DEF run m( turnLeft move move move move turnRight move move move move turnRight move move move move m)
7,76.5459880000003,0.625,DEF run m( turnLeft move move move move turnRight move move move move turnRight move move move m)
8,78.84743299999991,0.5625,DEF run m( REPEAT R=5 r( WHILE c( frontIsClear c) w( move w) turnRight r) m)
9,79.96487899999966,0.5,DEF run m( REPEAT R=9 r( turnLeft WHILE c( rightIsClear c) w( move w) REPEAT R=12 r( turnLeft r) WHILE c( frontIsClear c) w( move w) REPEAT R=12 r( turnLeft r) r) m)
10,76.25184000000036,0.625,DEF run m( turnLeft move WHILE c( frontIsClear c) w( move move move turnRight move w) m)
11,77.73618699999997,0.5625,DEF run m( turnLeft move move move move turnRight move IFELSE c( rightIsClear c) i( move move i) ELSE e( move move e) move turnRight move move m)
12,78.51825699999972,0.4375,DEF run m( turnLeft putMarker REPEAT R=3 r( move r) move turnRight move REPEAT R=3 r( move r) turnLeft REPEAT R=3 r( move r) move move m)
13,77.41481999999996,0.625,DEF run m( turnLeft move move move move turnRight move move move move turnRight move move move m)
14,77.92645700000003,0.4375,DEF run m( turnLeft move WHILE c( frontIsClear c) w( move w) WHILE c( frontIsClear c) w( move w) WHILE c( frontIsClear c) w( move w) turnRight WHILE c( frontIsClear c) w( move w) move m)
15,79.20480899999984,0.625,DEF run m( WHILE c( noMarkersPresent c) w( turnLeft WHILE c( frontIsClear c) w( move w) WHILE c( not c( noMarkersPresent c) c) w( move w) w) m)
16,78.10943499999985,0.75,DEF run m( REPEAT R=7 r( IFELSE c( frontIsClear c) i( move i) ELSE e( turnRight e) WHILE c( frontIsClear c) w( move w) r) move move m)
17,77.24854099999993,0.4375,DEF run m( turnLeft move IF c( noMarkersPresent c) i( move i) move move turnRight move move turnRight move move m)
18,77.43074800000022,0.625,DEF run m( WHILE c( noMarkersPresent c) w( IF c( leftIsClear c) i( turnLeft i) move turnRight w) m)
19,77.78085800000008,0.625,DEF run m( IFELSE c( leftIsClear c) i( turnLeft move REPEAT R=3 r( WHILE c( frontIsClear c) w( move w) turnRight r) i) ELSE e( move move e) m)
20,79.66467599999987,0.4375,DEF run m( IF c( frontIsClear c) i( turnLeft move i) move putMarker move move turnRight move putMarker move move m)
