Seed:,Runtime:,Reward of Final Program:,Final program:
1,686.046875,0.75,DEF run m( REPEAT R=10 r( WHILE c( frontIsClear c) w( move w) turnRight r) WHILE c( leftIsClear c) w( move w) m)
2,683.046875,0.8125,DEF run m( WHILE c( frontIsClear c) w( move turnLeft WHILE c( not c( frontIsClear c) c) w( putMarker turnRight w) w) m)
3,688.75,0.75,DEF run m( WHILE c( noMarkersPresent c) w( WHILE c( frontIsClear c) w( move w) turnRight w) m)
4,687.703125,1.0,DEF run m( WHILE c( noMarkersPresent c) w( REPEAT R=4 r( IFELSE c( frontIsClear c) i( move turnLeft i) ELSE e( turnRight e) r) w) m)
5,706.359375,0.75,DEF run m( REPEAT R=6 r( WHILE c( frontIsClear c) w( move w) turnRight r) m)
6,701.421875,0.75,DEF run m( IFELSE c( rightIsClear c) i( move i) ELSE e( move e) IF c( leftIsClear c) i( turnRight i) WHILE c( noMarkersPresent c) w( IFELSE c( frontIsClear c) i( move i) ELSE e( turnRight e) w) m)
7,701.796875,0.75,DEF run m( IF c( leftIsClear c) i( move i) WHILE c( noMarkersPresent c) w( IFELSE c( not c( frontIsClear c) c) i( turnRight i) ELSE e( move e) w) m)
8,713.328125,0.75,DEF run m( WHILE c( noMarkersPresent c) w( IFELSE c( frontIsClear c) i( move i) ELSE e( turnRight e) w) REPEAT R=0 r( move move r) WHILE c( frontIsClear c) w( move w) m)
9,734.3125,0.75,DEF run m( REPEAT R=16 r( WHILE c( frontIsClear c) w( move w) IFELSE c( not c( frontIsClear c) c) i( turnRight i) ELSE e( WHILE c( frontIsClear c) w( move w) e) r) m)
10,718.578125,1.0,DEF run m( WHILE c( frontIsClear c) w( move turnLeft WHILE c( not c( frontIsClear c) c) w( turnRight w) w) m)
11,699.203125,0.75,DEF run m( WHILE c( noMarkersPresent c) w( IFELSE c( frontIsClear c) i( move i) ELSE e( turnRight e) w) REPEAT R=5 r( turnLeft r) m)
12,698.546875,1.0,DEF run m( WHILE c( frontIsClear c) w( move turnRight WHILE c( not c( frontIsClear c) c) w( turnLeft w) w) m)
13,695.703125,0.75,DEF run m( WHILE c( noMarkersPresent c) w( IFELSE c( frontIsClear c) i( move i) ELSE e( turnRight e) w) WHILE c( frontIsClear c) w( move turnLeft w) m)
14,688.796875,0.75,DEF run m( REPEAT R=1 r( move r) WHILE c( noMarkersPresent c) w( IFELSE c( frontIsClear c) i( move i) ELSE e( turnRight e) w) m)
15,700.25,0.75,DEF run m( IF c( noMarkersPresent c) i( REPEAT R=11 r( IFELSE c( leftIsClear c) i( move i) ELSE e( turnRight e) WHILE c( frontIsClear c) w( move w) r) i) m)
16,689.609375,0.75,DEF run m( WHILE c( not c( markersPresent c) c) w( IFELSE c( frontIsClear c) i( move i) ELSE e( turnRight e) w) move turnRight m)
17,698.8125,0.75,DEF run m( REPEAT R=16 r( WHILE c( frontIsClear c) w( move w) turnRight putMarker r) m)
18,699.1875,0.75,DEF run m( REPEAT R=15 r( IFELSE c( frontIsClear c) i( move i) ELSE e( turnRight e) WHILE c( frontIsClear c) w( move w) r) m)
19,714.53125,0.75,DEF run m( REPEAT R=9 r( WHILE c( frontIsClear c) w( move w) turnRight r) m)
20,702.09375,1.0,DEF run m( WHILE c( noMarkersPresent c) w( move turnRight WHILE c( not c( frontIsClear c) c) w( turnLeft w) w) turnLeft m)
