Seed:,Runtime:,Reward of Final Program:,Final program:
1,328.859375,0.75,DEF run m( REPEAT R=10 r( WHILE c( frontIsClear c) w( move w) turnRight r) WHILE c( leftIsClear c) w( move w) m)
2,328.609375,0.75,DEF run m( IF c( frontIsClear c) i( WHILE c( noMarkersPresent c) w( IFELSE c( frontIsClear c) i( move i) ELSE e( turnRight e) w) i) m)
3,327.984375,0.75,DEF run m( WHILE c( noMarkersPresent c) w( WHILE c( frontIsClear c) w( move w) turnRight w) m)
4,328.796875,1.0,DEF run m( WHILE c( noMarkersPresent c) w( REPEAT R=4 r( IFELSE c( frontIsClear c) i( move turnLeft i) ELSE e( turnRight e) r) w) m)
5,334.078125,0.75,DEF run m( REPEAT R=6 r( WHILE c( frontIsClear c) w( move w) turnRight r) m)
6,331.40625,0.75,DEF run m( IFELSE c( rightIsClear c) i( move i) ELSE e( move e) IF c( leftIsClear c) i( turnRight i) WHILE c( noMarkersPresent c) w( IFELSE c( frontIsClear c) i( move i) ELSE e( turnRight e) w) m)
7,326.5625,0.75,DEF run m( IF c( leftIsClear c) i( move i) WHILE c( noMarkersPresent c) w( IFELSE c( not c( frontIsClear c) c) i( turnRight i) ELSE e( move e) w) m)
8,330.65625,0.75,DEF run m( WHILE c( noMarkersPresent c) w( IFELSE c( frontIsClear c) i( move i) ELSE e( turnRight e) w) REPEAT R=0 r( move move r) WHILE c( frontIsClear c) w( move w) m)
9,329.28125,0.75,DEF run m( REPEAT R=16 r( WHILE c( frontIsClear c) w( move w) IFELSE c( not c( frontIsClear c) c) i( turnRight i) ELSE e( WHILE c( frontIsClear c) w( move w) e) r) m)
10,327.921875,1.0,DEF run m( WHILE c( frontIsClear c) w( move turnLeft WHILE c( not c( frontIsClear c) c) w( turnRight w) w) m)
11,324.53125,0.75,DEF run m( WHILE c( noMarkersPresent c) w( IFELSE c( frontIsClear c) i( move i) ELSE e( turnRight e) w) REPEAT R=5 r( turnLeft r) m)
12,325.203125,1.0,DEF run m( WHILE c( frontIsClear c) w( move turnRight WHILE c( not c( frontIsClear c) c) w( turnLeft w) w) m)
13,326.171875,0.75,DEF run m( WHILE c( noMarkersPresent c) w( IFELSE c( frontIsClear c) i( move i) ELSE e( turnRight e) w) WHILE c( frontIsClear c) w( move turnLeft w) m)
14,327.859375,0.75,DEF run m( REPEAT R=1 r( move r) WHILE c( noMarkersPresent c) w( IFELSE c( frontIsClear c) i( move i) ELSE e( turnRight e) w) m)
15,327.328125,0.625,DEF run m( REPEAT R=7 r( putMarker turnLeft WHILE c( frontIsClear c) w( move w) r) m)
16,323.40625,0.75,DEF run m( WHILE c( not c( markersPresent c) c) w( IFELSE c( frontIsClear c) i( move i) ELSE e( turnRight e) w) move turnRight m)
17,324.75,0.625,DEF run m( REPEAT R=7 r( turnRight WHILE c( frontIsClear c) w( move w) r) pickMarker m)
18,329.875,0.75,DEF run m( REPEAT R=15 r( IFELSE c( frontIsClear c) i( move i) ELSE e( turnRight e) WHILE c( frontIsClear c) w( move w) r) m)
19,327.046875,0.75,DEF run m( REPEAT R=9 r( WHILE c( frontIsClear c) w( move w) turnRight r) m)
20,326.484375,1.0,DEF run m( WHILE c( noMarkersPresent c) w( move turnRight WHILE c( not c( frontIsClear c) c) w( turnLeft w) w) turnLeft m)
