Seed:,Runtime:,Reward of Final Program:,Final program:
1,385.421875,1.0,DEF run m( WHILE c( not c( frontIsClear c) c) w( turnLeft move turnRight IF c( noMarkersPresent c) i( move i) w) m)
2,386.453125,1.0,DEF run m( WHILE c( noMarkersPresent c) w( WHILE c( rightIsClear c) w( move w) turnLeft move turnRight w) m)
3,385.890625,0.9375,DEF run m( REPEAT R=8 r( WHILE c( not c( frontIsClear c) c) w( turnLeft w) move turnRight r) WHILE c( frontIsClear c) w( move w) m)
4,386.96875,1.0,DEF run m( WHILE c( leftIsClear c) w( turnLeft move turnRight move w) m)
5,386.625,1.0,DEF run m( WHILE c( leftIsClear c) w( turnLeft IFELSE c( not c( frontIsClear c) c) i( move i) ELSE e( move e) WHILE c( rightIsClear c) w( turnRight move w) w) m)
6,386.671875,0.625,DEF run m( turnLeft move turnRight WHILE c( rightIsClear c) w( move w) move turnRight m)
7,385.59375,1.0,DEF run m( REPEAT R=7 r( WHILE c( frontIsClear c) w( move w) turnLeft move turnRight r) m)
8,385.171875,1.0,DEF run m( WHILE c( noMarkersPresent c) w( IFELSE c( frontIsClear c) i( move turnRight i) ELSE e( turnLeft e) w) m)
9,385.3125,1.0,DEF run m( WHILE c( noMarkersPresent c) w( turnLeft move turnRight WHILE c( frontIsClear c) w( move w) w) m)
10,385.875,1.0,DEF run m( REPEAT R=7 r( WHILE c( markersPresent c) w( move w) turnLeft move putMarker turnRight r) m)
11,386.09375,1.0,DEF run m( WHILE c( noMarkersPresent c) w( turnLeft move turnRight move w) turnRight m)
12,385.4375,0.625,DEF run m( IFELSE c( frontIsClear c) i( move i) ELSE e( turnLeft move e) turnRight move turnLeft m)
13,386.234375,1.0,DEF run m( WHILE c( noMarkersPresent c) w( turnLeft move turnRight move w) m)
14,386.21875,0.625,DEF run m( turnLeft move turnRight WHILE c( frontIsClear c) w( move turnRight w) IF c( not c( leftIsClear c) c) i( putMarker turnRight i) m)
15,385.265625,1.0,DEF run m( WHILE c( leftIsClear c) w( turnLeft move putMarker turnRight move w) m)
16,385.71875,0.625,DEF run m( WHILE c( frontIsClear c) w( turnRight move w) turnLeft WHILE c( frontIsClear c) w( move turnRight w) m)
17,386.984375,1.0,DEF run m( REPEAT R=17 r( turnRight IFELSE c( frontIsClear c) i( move putMarker i) ELSE e( IFELSE c( frontIsClear c) i( move turnRight i) ELSE e( putMarker turnRight e) e) r) m)
18,383.890625,1.0,DEF run m( WHILE c( noMarkersPresent c) w( turnLeft move turnRight move w) m)
19,384.609375,1.0,DEF run m( REPEAT R=7 r( turnLeft IFELSE c( frontIsClear c) i( move turnRight i) ELSE e( pickMarker e) IFELSE c( frontIsClear c) i( move i) ELSE e( move e) putMarker r) m)
20,385.984375,1.0,DEF run m( WHILE c( noMarkersPresent c) w( turnLeft move turnRight move w) m)
