Seed:,Runtime:,Reward of Final Program:,Final program:
1,80.719192,0.125,DEF run m( turnLeft move move turnRight move WHILE c( frontIsClear c) w( move w) REPEAT R=0 r( move r) m)
2,76.642315,0.125,DEF run m( turnLeft move IFELSE c( rightIsClear c) i( putMarker REPEAT R=10 r( move REPEAT R=17 r( move r) REPEAT R=17 r( move r) r) i) ELSE e( move turnRight REPEAT R=7 r( move r) REPEAT R=17 r( move r) turnLeft e) m)
3,78.44761200000002,0.125,DEF run m( turnLeft WHILE c( rightIsClear c) w( move w) REPEAT R=0 r( move r) move turnRight REPEAT R=7 r( move r) move m)
4,77.63555700000003,0.0625,DEF run m( REPEAT R=1 r( IFELSE c( frontIsClear c) i( turnLeft i) ELSE e( turnRight e) r) WHILE c( frontIsClear c) w( move w) m)
5,78.15726699999999,0.0625,DEF run m( turnLeft WHILE c( noMarkersPresent c) w( move w) turnRight move WHILE c( not c( markersPresent c) c) w( move w) move m)
6,78.95287100000002,0.0625,DEF run m( turnLeft move turnRight turnLeft move m)
7,77.94517299999995,0.125,DEF run m( turnLeft move move turnRight move move move move move move turnLeft move move move move move turnRight move move move move m)
8,79.17949199999998,0.125,DEF run m( turnLeft move move turnRight move move IF c( leftIsClear c) i( move i) move move turnRight move m)
9,83.05479500000001,0.125,DEF run m( turnLeft move move turnRight WHILE c( noMarkersPresent c) w( move w) WHILE c( leftIsClear c) w( move w) m)
10,77.67615599999999,0.125,DEF run m( turnLeft move move turnRight move move move putMarker move move m)
11,78.24261100000001,0.125,DEF run m( turnLeft move move turnRight move move putMarker move move putMarker move move move putMarker move move move putMarker move move move turnLeft move move move move putMarker move move move m)
12,79.42567800000006,0.125,DEF run m( turnLeft move WHILE c( markersPresent c) w( turnLeft w) move turnRight WHILE c( noMarkersPresent c) w( move w) m)
13,78.0617279999999,0.0625,DEF run m( turnLeft move IFELSE c( leftIsClear c) i( move WHILE c( rightIsClear c) w( move w) i) ELSE e( move e) m)
14,78.85110400000008,0.125,DEF run m( turnLeft IF c( frontIsClear c) i( move move i) IF c( frontIsClear c) i( turnRight i) WHILE c( frontIsClear c) w( move w) IF c( not c( frontIsClear c) c) i( move i) m)
15,78.85036100000002,0.125,DEF run m( turnLeft move putMarker move turnRight move putMarker move putMarker move putMarker move putMarker move turnRight move putMarker move putMarker move putMarker move putMarker move putMarker move putMarker move m)
16,77.77994899999999,0.125,DEF run m( turnLeft move move REPEAT R=7 r( turnLeft r) REPEAT R=7 r( move r) turnLeft m)
17,78.53225399999997,0.125,DEF run m( IF c( frontIsClear c) i( turnLeft move i) WHILE c( leftIsClear c) w( move w) IFELSE c( markersPresent c) i( putMarker move i) ELSE e( move turnRight e) WHILE c( noMarkersPresent c) w( move w) m)
18,78.16242499999998,0.0625,DEF run m( IFELSE c( leftIsClear c) i( turnLeft move i) ELSE e( turnRight e) move putMarker m)
19,78.41686699999991,0.0625,DEF run m( REPEAT R=7 r( putMarker r) turnLeft WHILE c( frontIsClear c) w( move w) m)
20,79.9036410000001,0.0625,DEF run m( turnLeft move IF c( leftIsClear c) i( putMarker i) move WHILE c( noMarkersPresent c) w( move w) m)
