Seed:,Runtime:,Reward of Final Program:,Final program:
1,102.296875,0.8125,DEF run m( turnLeft move turnRight move turnLeft move turnRight move pickMarker putMarker m)
2,100.46875,0.625,DEF run m( turnLeft move turnRight move WHILE c( markersPresent c) w( putMarker w) turnLeft m)
3,100.5,0.8125,DEF run m( turnLeft move turnRight move turnLeft IF c( not c( frontIsClear c) c) i( move move turnRight move i) IF c( frontIsClear c) i( move turnRight i) move turnLeft m)
4,100.90625,0.625,DEF run m( turnLeft move IF c( noMarkersPresent c) i( turnRight i) move move turnRight m)
5,102.578125,0.625,DEF run m( REPEAT R=0 r( move r) turnLeft WHILE c( noMarkersPresent c) w( move turnRight w) m)
6,99.515625,0.625,DEF run m( turnLeft move turnRight WHILE c( rightIsClear c) w( move w) move turnRight m)
7,101.828125,1.0,DEF run m( REPEAT R=7 r( turnLeft move turnRight REPEAT R=0 r( turnLeft r) move r) m)
8,100.578125,0.8125,DEF run m( REPEAT R=3 r( WHILE c( frontIsClear c) w( move w) turnLeft move turnRight r) m)
9,99.609375,1.0,DEF run m( REPEAT R=5 r( turnLeft move turnRight WHILE c( frontIsClear c) w( putMarker move w) r) putMarker m)
10,100.28125,0.8125,DEF run m( turnLeft move turnRight move turnLeft move turnRight move turnLeft m)
11,101.21875,0.625,DEF run m( turnLeft move turnRight putMarker move turnLeft m)
12,100.484375,0.625,DEF run m( IFELSE c( frontIsClear c) i( move i) ELSE e( turnLeft move e) turnRight move turnLeft m)
13,102.609375,0.625,DEF run m( WHILE c( rightIsClear c) w( move w) IF c( markersPresent c) i( turnRight i) turnLeft move turnRight move m)
14,105.234375,0.625,DEF run m( turnLeft move turnRight WHILE c( frontIsClear c) w( move turnRight w) IF c( not c( leftIsClear c) c) i( putMarker turnRight i) m)
15,102.1875,0.625,DEF run m( turnLeft move turnRight WHILE c( frontIsClear c) w( move move w) m)
16,101.46875,0.625,DEF run m( WHILE c( frontIsClear c) w( turnRight move w) turnLeft WHILE c( frontIsClear c) w( move turnRight w) m)
17,101.140625,0.625,DEF run m( IFELSE c( rightIsClear c) i( move pickMarker i) ELSE e( turnLeft e) move turnRight WHILE c( rightIsClear c) w( move w) m)
18,99.328125,0.625,DEF run m( turnLeft move turnRight IF c( frontIsClear c) i( move i) m)
19,100.671875,0.9375,DEF run m( turnLeft move turnRight move turnLeft move turnRight move turnLeft move turnRight move IF c( frontIsClear c) i( turnLeft move turnRight i) turnLeft move turnRight move m)
20,101.6875,0.8125,DEF run m( turnLeft move turnRight move turnLeft move turnRight putMarker move turnRight putMarker m)
