Seed:,Runtime:,Reward of Final Program:,Final program:
1,385.421875,1.0,DEF run m( turnLeft move turnRight move turnLeft move turnRight move turnLeft move turnRight move turnLeft move turnRight move turnLeft move turnRight move turnLeft move turnLeft move turnRight move turnLeft move turnLeft move turnRight move turnLeft move turnRight move turnLeft move m)
2,386.640625,1.0,DEF run m( REPEAT R=5 r( turnLeft move turnRight move r) REPEAT R=4 r( move r) turnRight move m)
3,387.28125,1.0,DEF run m( turnLeft move turnRight move turnLeft move turnRight move turnLeft move turnRight move turnLeft move turnRight move turnLeft move turnRight move turnLeft move turnRight move turnLeft move turnRight move turnLeft m)
4,387.875,1.0,DEF run m( turnLeft move turnRight move turnLeft move turnRight move turnLeft move turnRight move turnLeft move turnRight move IFELSE c( frontIsClear c) i( move i) ELSE e( turnLeft e) move turnRight move turnLeft move m)
5,385.765625,1.0,DEF run m( turnLeft move turnRight move turnLeft move turnRight move turnLeft move turnRight move turnLeft move turnRight move turnLeft move turnRight move m)
6,385.28125,1.0,DEF run m( REPEAT R=5 r( putMarker turnLeft move turnRight WHILE c( markersPresent c) w( putMarker move turnRight w) move r) REPEAT R=5 r( move turnRight move r) turnLeft m)
7,386.3125,1.0,DEF run m( turnLeft move turnRight move WHILE c( leftIsClear c) w( turnLeft move turnRight putMarker move w) turnLeft move WHILE c( leftIsClear c) w( turnLeft move w) turnRight move m)
8,387.765625,1.0,DEF run m( turnLeft move turnRight REPEAT R=10 r( move turnLeft move turnRight move turnLeft move turnRight move WHILE c( frontIsClear c) w( move turnLeft move w) turnLeft move turnRight move turnLeft move turnRight move r) m)
9,387.015625,1.0,DEF run m( turnLeft move turnRight move turnLeft move turnRight move turnLeft move turnRight move turnLeft move turnRight move turnLeft move turnRight move turnLeft move m)
10,385.734375,1.0,DEF run m( turnLeft turnLeft turnRight REPEAT R=16 r( turnRight r) move turnRight move turnLeft move turnRight move turnLeft move turnRight move turnLeft move turnRight move turnLeft move turnRight move turnLeft move turnRight move turnLeft move turnRight move m)
11,387.5625,1.0,DEF run m( turnLeft move turnRight move turnLeft move turnRight move turnLeft move turnRight move turnLeft move turnRight move turnLeft move turnRight move REPEAT R=7 r( turnRight move turnLeft move turnRight move r) REPEAT R=7 r( turnRight move r) turnLeft move turnRight move m)
12,392.140625,1.0,DEF run m( WHILE c( noMarkersPresent c) w( turnLeft move turnRight move w) turnLeft m)
13,385.90625,1.0,DEF run m( turnLeft move turnRight move turnLeft IF c( noMarkersPresent c) i( move turnRight move turnLeft move turnRight move turnLeft move turnRight move turnLeft move turnRight move i) m)
14,386.453125,1.0,DEF run m( WHILE c( leftIsClear c) w( turnLeft move turnRight move w) m)
15,387.203125,1.0,DEF run m( WHILE c( leftIsClear c) w( turnLeft move turnRight move w) m)
16,387.484375,1.0,DEF run m( REPEAT R=5 r( turnLeft move turnRight move r) m)
17,375.109375,0.625,DEF run m( IFELSE c( rightIsClear c) i( move pickMarker i) ELSE e( turnLeft e) move turnRight WHILE c( rightIsClear c) w( move w) m)
18,385.125,1.0,DEF run m( turnLeft move turnRight move turnLeft move turnRight move turnLeft move turnRight move turnLeft move turnRight move turnLeft move turnRight move m)
19,378.734375,0.625,DEF run m( IF c( leftIsClear c) i( turnLeft i) move turnRight move putMarker move m)
20,387.390625,1.0,DEF run m( WHILE c( noMarkersPresent c) w( turnLeft move turnRight move w) WHILE c( noMarkersPresent c) w( move move w) turnLeft move m)
