Seed:,Runtime:,Reward of Final Program:,Final program:
1,91.0625,0.625,DEF run m( turnLeft move WHILE c( noMarkersPresent c) w( turnRight move w) m)
2,91.453125,0.625,DEF run m( IF c( frontIsClear c) i( move i) turnLeft WHILE c( noMarkersPresent c) w( move turnRight w) m)
3,90.703125,0.625,DEF run m( turnLeft move turnRight IF c( frontIsClear c) i( move pickMarker i) m)
4,90.953125,0.625,DEF run m( turnLeft move IF c( noMarkersPresent c) i( turnRight i) move move turnRight m)
5,92.875,0.625,DEF run m( REPEAT R=0 r( move r) turnLeft WHILE c( noMarkersPresent c) w( move turnRight w) m)
6,91.0625,0.625,DEF run m( turnLeft move turnRight WHILE c( rightIsClear c) w( move w) move turnRight m)
7,92.296875,0.625,DEF run m( turnLeft move turnRight IF c( rightIsClear c) i( move i) pickMarker m)
8,92.53125,0.8125,DEF run m( REPEAT R=3 r( WHILE c( frontIsClear c) w( move w) turnLeft move turnRight r) m)
9,91.75,0.625,DEF run m( turnLeft WHILE c( frontIsClear c) w( move turnRight w) m)
10,90.921875,0.625,DEF run m( turnLeft move turnRight move turnLeft m)
11,90.625,0.625,DEF run m( turnLeft move turnRight putMarker move turnLeft m)
12,91.375,0.625,DEF run m( IFELSE c( frontIsClear c) i( move i) ELSE e( turnLeft move e) turnRight move turnLeft m)
13,92.671875,0.625,DEF run m( WHILE c( rightIsClear c) w( move w) IF c( markersPresent c) i( turnRight i) turnLeft move turnRight move m)
14,91.046875,0.625,DEF run m( turnLeft move turnRight WHILE c( frontIsClear c) w( move turnRight w) IF c( not c( leftIsClear c) c) i( putMarker turnRight i) m)
15,92.140625,0.625,DEF run m( turnLeft move turnRight WHILE c( frontIsClear c) w( move move w) m)
16,92.15625,0.625,DEF run m( WHILE c( frontIsClear c) w( turnRight move w) turnLeft WHILE c( frontIsClear c) w( move turnRight w) m)
17,90.9375,0.625,DEF run m( IFELSE c( rightIsClear c) i( move pickMarker i) ELSE e( turnLeft e) move turnRight WHILE c( rightIsClear c) w( move w) m)
18,90.984375,0.625,DEF run m( turnLeft move turnRight IF c( frontIsClear c) i( move i) m)
19,91.0625,0.625,DEF run m( IF c( leftIsClear c) i( turnLeft i) move turnRight move putMarker move m)
20,91.984375,0.625,DEF run m( IFELSE c( frontIsClear c) i( turnRight i) ELSE e( turnLeft e) move turnRight move m)
