Seed:,Runtime:,Reward of Final Program:,Final program:
1,136.98067799999998,0.3125,DEF run m( WHILE c( noMarkersPresent c) w( turnRight REPEAT R=2 r( WHILE c( leftIsClear c) w( turnLeft move w) r) w) m)
2,136.94153500000002,0.125,DEF run m( putMarker turnLeft IFELSE c( frontIsClear c) i( move i) ELSE e( putMarker e) move turnRight move WHILE c( frontIsClear c) w( move w) m)
3,135.952026,0.125,DEF run m( WHILE c( leftIsClear c) w( turnLeft move turnRight WHILE c( frontIsClear c) w( move w) w) m)
4,137.48651400000006,0.0625,DEF run m( REPEAT R=1 r( IFELSE c( frontIsClear c) i( turnLeft i) ELSE e( turnRight e) r) WHILE c( frontIsClear c) w( move w) m)
5,137.242565,0.125,DEF run m( turnLeft move IFELSE c( frontIsClear c) i( move i) ELSE e( turnLeft e) turnRight WHILE c( noMarkersPresent c) w( move w) turnLeft m)
6,135.83491300000003,0.0625,DEF run m( turnLeft move turnRight turnLeft move m)
7,136.49837000000002,0.125,DEF run m( turnLeft move IF c( frontIsClear c) i( move i) turnRight WHILE c( frontIsClear c) w( WHILE c( frontIsClear c) w( move w) w) m)
8,138.83577200000002,0.3125,DEF run m( WHILE c( noMarkersPresent c) w( IFELSE c( frontIsClear c) i( move turnRight i) ELSE e( turnLeft e) w) turnLeft m)
9,137.42537600000014,0.125,DEF run m( turnLeft move IF c( noMarkersPresent c) i( move i) turnRight WHILE c( frontIsClear c) w( move w) m)
10,136.80869400000006,0.125,DEF run m( REPEAT R=9 r( IFELSE c( frontIsClear c) i( move i) ELSE e( turnRight e) r) turnRight WHILE c( frontIsClear c) w( IF c( frontIsClear c) i( move i) w) m)
11,136.9298020000001,0.125,DEF run m( WHILE c( leftIsClear c) w( turnLeft move w) move turnRight WHILE c( frontIsClear c) w( move w) m)
12,137.51985799999989,0.125,DEF run m( turnLeft move WHILE c( markersPresent c) w( turnLeft w) move turnRight WHILE c( noMarkersPresent c) w( move w) m)
13,136.46776699999987,0.3125,DEF run m( WHILE c( noMarkersPresent c) w( IFELSE c( frontIsClear c) i( move turnLeft i) ELSE e( turnRight e) w) m)
14,137.163233,0.0625,DEF run m( IFELSE c( frontIsClear c) i( turnLeft move i) ELSE e( move e) putMarker move IF c( leftIsClear c) i( move i) m)
15,136.37759100000017,0.125,DEF run m( turnLeft move move turnRight WHILE c( frontIsClear c) w( move w) turnLeft turnRight m)
16,137.65234699999974,0.125,DEF run m( IFELSE c( frontIsClear c) i( turnLeft move i) ELSE e( turnRight e) move turnRight WHILE c( frontIsClear c) w( move w) m)
17,137.94158499999958,0.3125,DEF run m( WHILE c( noMarkersPresent c) w( IFELSE c( frontIsClear c) i( move turnRight i) ELSE e( turnLeft e) w) m)
18,135.291874,0.3125,DEF run m( WHILE c( frontIsClear c) w( move turnRight WHILE c( not c( frontIsClear c) c) w( turnLeft w) w) WHILE c( markersPresent c) w( turnLeft w) m)
19,136.17899400000033,0.0625,DEF run m( REPEAT R=7 r( putMarker r) turnLeft WHILE c( frontIsClear c) w( move w) m)
20,138.1451729999999,0.0625,DEF run m( turnLeft move IF c( leftIsClear c) i( putMarker i) move WHILE c( noMarkersPresent c) w( move w) m)
