Seed:,Runtime:,Reward of Final Program:,Final program:
1,54.328258999999996,0.0625,DEF run m( IFELSE c( frontIsClear c) i( turnLeft move i) ELSE e( move e) WHILE c( frontIsClear c) w( move w) m)
2,54.266682,0.125,DEF run m( putMarker turnLeft IFELSE c( frontIsClear c) i( move i) ELSE e( putMarker e) move turnRight move WHILE c( frontIsClear c) w( move w) m)
3,54.295739,0.0625,DEF run m( REPEAT R=2 r( WHILE c( leftIsClear c) w( turnLeft w) move turnRight r) m)
4,54.52175,0.0625,DEF run m( REPEAT R=1 r( IFELSE c( frontIsClear c) i( turnLeft i) ELSE e( turnRight e) r) WHILE c( frontIsClear c) w( move w) m)
5,54.78880000000001,0.0625,DEF run m( turnLeft WHILE c( noMarkersPresent c) w( move w) turnRight move WHILE c( not c( markersPresent c) c) w( move w) move m)
6,53.96625899999998,0.0625,DEF run m( turnLeft move turnRight turnLeft move m)
7,53.601271999999994,0.0625,DEF run m( turnLeft move WHILE c( frontIsClear c) w( move w) turnLeft move m)
8,54.45072299999998,0.125,DEF run m( IFELSE c( frontIsClear c) i( turnLeft move i) ELSE e( pickMarker e) move turnRight WHILE c( frontIsClear c) w( move w) m)
9,54.409335,0.125,DEF run m( turnLeft move IF c( noMarkersPresent c) i( move i) turnRight WHILE c( frontIsClear c) w( move w) m)
10,53.889092999999946,0.125,DEF run m( REPEAT R=9 r( IFELSE c( frontIsClear c) i( move i) ELSE e( turnRight e) r) turnRight WHILE c( frontIsClear c) w( IF c( frontIsClear c) i( move i) w) m)
11,54.124976999999944,0.125,DEF run m( WHILE c( leftIsClear c) w( turnLeft move w) move turnRight WHILE c( frontIsClear c) w( move w) m)
12,53.434938999999986,0.125,DEF run m( turnLeft move WHILE c( markersPresent c) w( turnLeft w) move turnRight WHILE c( noMarkersPresent c) w( move w) m)
13,54.06816099999992,0.3125,DEF run m( WHILE c( noMarkersPresent c) w( IFELSE c( frontIsClear c) i( move turnLeft i) ELSE e( turnRight e) w) m)
14,53.92343200000005,0.0625,DEF run m( IFELSE c( frontIsClear c) i( turnLeft move i) ELSE e( move e) putMarker move IF c( leftIsClear c) i( move i) m)
15,54.17167900000004,0.0625,DEF run m( REPEAT R=6 r( turnLeft move putMarker IF c( frontIsClear c) i( move i) r) m)
16,54.58838300000002,0.125,DEF run m( IFELSE c( frontIsClear c) i( turnLeft move i) ELSE e( turnRight e) move turnRight WHILE c( frontIsClear c) w( move w) m)
17,53.935254999999984,0.125,DEF run m( REPEAT R=11 r( turnLeft WHILE c( frontIsClear c) w( move turnRight w) r) m)
18,54.12819000000002,0.125,DEF run m( REPEAT R=18 r( putMarker WHILE c( frontIsClear c) w( move turnRight w) turnLeft r) m)
19,54.25918200000001,0.0625,DEF run m( REPEAT R=7 r( putMarker r) turnLeft WHILE c( frontIsClear c) w( move w) m)
20,54.34858199999985,0.0625,DEF run m( turnLeft move IF c( leftIsClear c) i( putMarker i) move WHILE c( noMarkersPresent c) w( move w) m)
