Seed:,Runtime:,Reward of Final Program:,Final program:
1,108.615133,0.125,DEF run m( IFELSE c( frontIsClear c) i( turnLeft move move turnRight WHILE c( frontIsClear c) w( move w) i) ELSE e( move turnLeft e) m)
2,108.597025,0.125,DEF run m( putMarker turnLeft IFELSE c( frontIsClear c) i( move i) ELSE e( putMarker e) move turnRight move WHILE c( frontIsClear c) w( move w) m)
3,108.570876,0.125,DEF run m( WHILE c( leftIsClear c) w( turnLeft move turnRight WHILE c( frontIsClear c) w( move w) w) m)
4,109.38436200000001,0.0625,DEF run m( REPEAT R=1 r( IFELSE c( frontIsClear c) i( turnLeft i) ELSE e( turnRight e) r) WHILE c( frontIsClear c) w( move w) m)
5,109.941214,0.125,DEF run m( turnLeft move IFELSE c( frontIsClear c) i( move i) ELSE e( turnLeft e) turnRight WHILE c( noMarkersPresent c) w( move w) turnLeft m)
6,108.02591900000004,0.0625,DEF run m( turnLeft move turnRight turnLeft move m)
7,108.27941899999996,0.125,DEF run m( turnLeft move IF c( frontIsClear c) i( move i) turnRight WHILE c( frontIsClear c) w( WHILE c( frontIsClear c) w( move w) w) m)
8,110.27309300000002,0.3125,DEF run m( WHILE c( noMarkersPresent c) w( IFELSE c( frontIsClear c) i( move turnRight i) ELSE e( turnLeft e) w) turnLeft m)
9,109.11114900000007,0.125,DEF run m( turnLeft move IF c( noMarkersPresent c) i( move i) turnRight WHILE c( frontIsClear c) w( move w) m)
10,108.49328200000002,0.125,DEF run m( REPEAT R=9 r( IFELSE c( frontIsClear c) i( move i) ELSE e( turnRight e) r) turnRight WHILE c( frontIsClear c) w( IF c( frontIsClear c) i( move i) w) m)
11,107.214561,0.125,DEF run m( WHILE c( leftIsClear c) w( turnLeft move w) move turnRight WHILE c( frontIsClear c) w( move w) m)
12,108.24559700000009,0.125,DEF run m( turnLeft move WHILE c( markersPresent c) w( turnLeft w) move turnRight WHILE c( noMarkersPresent c) w( move w) m)
13,107.41686500000014,0.3125,DEF run m( WHILE c( noMarkersPresent c) w( IFELSE c( frontIsClear c) i( move turnLeft i) ELSE e( turnRight e) w) m)
14,110.03470300000004,0.0625,DEF run m( IFELSE c( frontIsClear c) i( turnLeft move i) ELSE e( move e) putMarker move IF c( leftIsClear c) i( move i) m)
15,108.98452900000007,0.125,DEF run m( turnLeft move move turnRight WHILE c( frontIsClear c) w( move w) turnLeft turnRight m)
16,109.38910600000008,0.125,DEF run m( IFELSE c( frontIsClear c) i( turnLeft move i) ELSE e( turnRight e) move turnRight WHILE c( frontIsClear c) w( move w) m)
17,110.083754,0.125,DEF run m( REPEAT R=11 r( turnLeft WHILE c( frontIsClear c) w( move turnRight w) r) m)
18,107.99551700000006,0.3125,DEF run m( WHILE c( frontIsClear c) w( move turnRight WHILE c( not c( frontIsClear c) c) w( turnLeft w) w) WHILE c( markersPresent c) w( turnLeft w) m)
19,107.81582000000003,0.0625,DEF run m( REPEAT R=7 r( putMarker r) turnLeft WHILE c( frontIsClear c) w( move w) m)
20,109.18268099999977,0.0625,DEF run m( turnLeft move IF c( leftIsClear c) i( putMarker i) move WHILE c( noMarkersPresent c) w( move w) m)
