Seed:,Runtime:,Reward of Final Program:,Final program:
1,83.54734499999999,0.0625,DEF run m( IFELSE c( frontIsClear c) i( turnLeft move i) ELSE e( move e) WHILE c( frontIsClear c) w( move w) m)
2,83.380462,0.125,DEF run m( putMarker turnLeft IFELSE c( frontIsClear c) i( move i) ELSE e( putMarker e) move turnRight move WHILE c( frontIsClear c) w( move w) m)
3,83.306547,0.125,DEF run m( WHILE c( leftIsClear c) w( turnLeft move turnRight WHILE c( frontIsClear c) w( move w) w) m)
4,83.75648000000001,0.0625,DEF run m( REPEAT R=1 r( IFELSE c( frontIsClear c) i( turnLeft i) ELSE e( turnRight e) r) WHILE c( frontIsClear c) w( move w) m)
5,83.971697,0.0625,DEF run m( turnLeft WHILE c( noMarkersPresent c) w( move w) turnRight move WHILE c( not c( markersPresent c) c) w( move w) move m)
6,83.36923800000005,0.0625,DEF run m( turnLeft move turnRight turnLeft move m)
7,82.94703199999998,0.125,DEF run m( turnLeft move IF c( frontIsClear c) i( move i) turnRight WHILE c( frontIsClear c) w( WHILE c( frontIsClear c) w( move w) w) m)
8,84.28748800000005,0.3125,DEF run m( WHILE c( noMarkersPresent c) w( IFELSE c( frontIsClear c) i( move turnRight i) ELSE e( turnLeft e) w) turnLeft m)
9,84.00741700000003,0.125,DEF run m( turnLeft move IF c( noMarkersPresent c) i( move i) turnRight WHILE c( frontIsClear c) w( move w) m)
10,84.14703300000008,0.125,DEF run m( REPEAT R=9 r( IFELSE c( frontIsClear c) i( move i) ELSE e( turnRight e) r) turnRight WHILE c( frontIsClear c) w( IF c( frontIsClear c) i( move i) w) m)
11,83.91289499999993,0.125,DEF run m( WHILE c( leftIsClear c) w( turnLeft move w) move turnRight WHILE c( frontIsClear c) w( move w) m)
12,83.08891899999992,0.125,DEF run m( turnLeft move WHILE c( markersPresent c) w( turnLeft w) move turnRight WHILE c( noMarkersPresent c) w( move w) m)
13,83.87151200000005,0.3125,DEF run m( WHILE c( noMarkersPresent c) w( IFELSE c( frontIsClear c) i( move turnLeft i) ELSE e( turnRight e) w) m)
14,84.1821339999999,0.0625,DEF run m( IFELSE c( frontIsClear c) i( turnLeft move i) ELSE e( move e) putMarker move IF c( leftIsClear c) i( move i) m)
15,83.79827200000022,0.0625,DEF run m( REPEAT R=6 r( turnLeft move putMarker IF c( frontIsClear c) i( move i) r) m)
16,83.83371499999998,0.125,DEF run m( IFELSE c( frontIsClear c) i( turnLeft move i) ELSE e( turnRight e) move turnRight WHILE c( frontIsClear c) w( move w) m)
17,84.27764200000001,0.125,DEF run m( REPEAT R=11 r( turnLeft WHILE c( frontIsClear c) w( move turnRight w) r) m)
18,83.02308399999993,0.3125,DEF run m( WHILE c( frontIsClear c) w( move turnRight WHILE c( not c( frontIsClear c) c) w( turnLeft w) w) WHILE c( markersPresent c) w( turnLeft w) m)
19,83.51123800000005,0.0625,DEF run m( REPEAT R=7 r( putMarker r) turnLeft WHILE c( frontIsClear c) w( move w) m)
20,84.12450100000001,0.0625,DEF run m( turnLeft move IF c( leftIsClear c) i( putMarker i) move WHILE c( noMarkersPresent c) w( move w) m)
